City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
636,Lorengau,PG,29.75,overcast clouds,-2.02,147.27,Lorengau Harbourside Hotel
637,Artesia,US,33.33,clear sky,33.87,-118.08,La Quinta Inn & Suites by Wyndham Buena Park
638,Puerto Madero,MX,31.0,broken clouds,14.72,-92.42,Hotel La Central
640,Tabuk,PH,24.34,overcast clouds,17.42,121.44,Grand Zion Garden Resort Hotel
641,Nantucket,US,24.0,few clouds,41.28,-70.1,Jared Coffin House
642,Porto-Vecchio,FR,25.0,clear sky,41.59,9.28,Hôtel Le Goéland - Casa Santini
643,Copala,MX,30.02,broken clouds,16.65,-98.98,Biol. Fernando Martinez Salgado
646,Hay River,CA,22.0,broken clouds,60.82,-115.8,Ptarmigan Inn Hotels
647,Saint-Joseph,RE,20.0,scattered clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
650,Winnipeg,CA,29.0,few clouds,49.88,-97.15,"Humphry Inn & Suites, Downtown Winnipeg"
651,Mecca,SA,30.64,overcast clouds,21.43,39.83,Hotel Fairmont Makkah Clock Royal Tower
652,San Jose,US,28.33,smoke,37.34,-121.89,The Westin San Jose
654,La Sarre,CA,20.82,broken clouds,48.8,-79.2,Motel Villa Mon Repos
656,Carquefou,FR,28.0,clear sky,47.3,-1.49,Best Western Plus Hôtel de la Régate
659,Auki,SB,28.95,broken clouds,-8.77,160.7,Auki Motel
664,Guarapari,BR,23.0,broken clouds,-20.67,-40.5,Hotel Porto do Sol
668,Montes Claros,BR,23.0,clear sky,-16.73,-43.86,ibis Montes Claros Shopping
673,Thongwa,MM,26.0,broken clouds,16.76,96.53,Mhaw Wun Marlar Park
675,Camacha,PT,20.0,broken clouds,33.08,-16.33,Hotel Porto Santo & Spa
676,Karaton,ID,24.0,scattered clouds,-6.34,106.1,Parkir Mobil Wisata CAS Water Park
677,Gat,IL,26.67,clear sky,31.61,34.76,רגע בנחת
678,Mlonggo,ID,21.76,few clouds,-6.53,110.7,Asia Metal Art
679,Capela,BR,25.0,few clouds,-10.5,-37.05,Recanto Tia Josi
